sample_id	bam_url
HG01405	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01405-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG01413	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01413-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG01414	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01414-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG01435	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01435-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG01443	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01443-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG01459	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01459-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG01461	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01461-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG_v500.phased.bam
HG01468	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01468-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG01485	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01485-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG_v500.phased.bam
HG01486	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01486-ONT-hg38-R9-LSK110-dorado050_sup_with5mC.phased.bam
HG01501	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01501-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG01515	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01515-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG01522	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01522-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG01593	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01593-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG01607	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01607-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG01613	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01613-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG01615	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01615-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG01669	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01669-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG01682	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01682-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG01686	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01686-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG01695	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01695-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG01762	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01762-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG01771	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01771-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG01790	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01790-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG01795	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01795-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG_v500.phased.bam
HG01797	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01797-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG01801	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01801-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG01802	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01802-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG01804	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01804-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG01808	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01808-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG01811	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01811-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG01812	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01812-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG01816	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01816-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG01841	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01841-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG01842	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01842-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG01843	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01843-ONT-hg38-R9-LSK110-dorado050_sup_with5mC.phased.bam
HG01844	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01844-ONT-hg38-R9-LSK110-dorado050_sup_with5mC.phased.bam
HG01845	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01845-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG01848	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01848-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG01849	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01849-ONT-hg38-R9-LSK110-guppy657_sup_with5mC_5hmC.phased.bam
HG01850	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01850-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG01852	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01852-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG01855	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01855-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG01857	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01857-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG01858	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01858-ONT-hg38-R9-LSK110-guppy637_sup_5mC_5hmC.phased.bam
HG01860	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01860-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG01861	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01861-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG01862	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01862-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG01864	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01864-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG01867	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01867-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG01868	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01868-ONT-hg38-R9-LSK110-guppy637_sup_5mC_5hmC.phased.bam
HG01869	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01869-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG01874	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01874-ONT-hg38-LSK110-R9-dorado082_sup_5mCG_v33.phased.bam
HG01878	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01878-ONT-hg38-R9-LSK110-dorado050_sup_with5mC.phased.bam
HG01893	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01893-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG_v500.phased.bam
HG01920	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01920-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG01970	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01970-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG01973	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG01973-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02025	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02025-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02026	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02026-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02035	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02035-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02048	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02048-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG02049	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02049-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02050	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02050-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG02051	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02051-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG02086	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02086-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02088	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02088-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02090	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02090-ONT-hg38-R9-LSK110-guppy657_sup_5mC_5hmC.phased.bam
HG02102	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02102-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG02113	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02113-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG02134	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02134-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02140	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02140-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02141	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02141-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02142	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02142-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02150	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02150-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02151	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02151-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG02166	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02166-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02179	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02179-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02181	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02181-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02185	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02185-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG02186	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02186-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02187	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02187-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02188	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02188-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02190	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02190-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02215	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02215-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02220	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02220-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02230	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02230-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02232	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02232-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02236	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02236-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02252	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02252-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG02262	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02262-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG02282	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02282-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG02301	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02301-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02304	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02304-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG02312	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02312-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG02330	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02330-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02334	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02334-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02339	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02339-ONT-hg38-R9-LSK110-dorado034_sup_5mCG_5hmCG_v33.phased.bam
HG02343	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02343-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02345	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02345-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG02348	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02348-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02351	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02351-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02353	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02353-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02355	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02355-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG02356	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02356-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02360	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02360-ONT-hg38-R9-LSK110-dorado050_sup_with5mC.phased.bam
HG02373	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02373-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG02374	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02374-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02379	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02379-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG02380	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02380-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02385	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02385-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG02389	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02389-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG02394	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02394-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02396	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02396-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG02409	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02409-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG02425	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02425-ONT-hg38-R9-LSK110_dorado050_sup_5mCG.phased.bam
HG02439	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02439-ONT-hg38-R9-LSK110-dorado034_sup_5mCG_5hmCG_v33.phased.bam
HG02461	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02461-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02462	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02462-ONT-hg38-R9-LSK110-dorado096_sup_5mCG_v01.phased.bam
HG02464	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02464-ONT-hg38-R9-LSK110-dorado096_sup_5mCG_v01.phased.bam
HG02465	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02465-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
